	er-cv	name	ssn	weight	relationship	alt	trombocyty	hematokrit	indicator	ast	alp	leukocyty	erytrocyty	etytr	hemoglobin	hbver	smoker
157	65.15507	Matthew Gomez	795-35-5947	77.92699	separated	2.85910	8.21800	6.24869	0.00000	46.93636	12.35731	3.90536	4.97170	8.83068	3.66460	6.18602	N
158	57.32912	Kenneth Carter	026-15-0030	55.05214	married	2.19014	4.34413	7.28869	0.00000	31.62461	23.93326	4.13002	4.92436	8.64947	4.27932	6.65579	Y
159	63.72449	Yvonne Tran	583-32-1143	73.14166	divoced	2.68405	6.98616	6.86372	1.00000	67.57473	53.80038	2.14728	6.92228	8.90927	7.84011	5.13733	yes
160	42.22707	Shannon Flores	458-73-8683	80.47282	separated	1.86972	5.31105	7.04461	0.00000	48.37379	57.20116	4.14640	4.39832	6.70716	7.67124	6.03612	Y
161	60.23350	Hannah Anderson	546-29-5703	78.01446	divoced	2.09627	6.54451	4.23632	0.00000	51.36746	20.14057	5.03429	5.28829	9.77668	8.83994	7.71720	Y
162	50.16778	Jason Gomez	353-33-6809	62.22455	married	4.87018	6.89754	4.58566	0.00000	51.79811	19.46756	5.89879	8.22111	7.69630	3.34433	6.19949	no
163	23.71058	Douglas Williams	728-87-2267	99.03982	married	2.03796	6.13258	6.55316	1.00000	39.04205	85.81193	7.49771	5.71487	6.49454	5.74578	7.57247	yes
164	69.65026	Mr. Paul Herrera	273-35-4249	41.08634	separated	1.83857	7.68262	6.75745	1.00000	25.83873	88.86374	8.06167	5.68543	6.62883	6.21312	6.63886	yes
165	57.99222	Billy Johnson	168-60-4904	75.08065	married	3.87055	7.04659	6.83726	1.00000	45.31757	96.50721	6.46003	7.74318	7.51290	6.48986	7.54078	no
166	70.08475	Michael Gray	600-78-5850	33.71825	separated	2.02439	7.79866	7.19522	1.00000	44.07807	48.69950	3.65134	6.90913	7.61791	7.81129	5.93432	no
167	39.13453	Jason Ingram	340-98-6332	48.27042	single	5.39349	5.77151	6.91176	1.00000	38.31140	18.17544	5.10132	8.36821	7.32486	8.93928	7.47522	Y
168	37.88389	Brooke Clark	709-40-4550	40.14966	separated	2.60180	6.39795	7.50870	0.00000	36.80819	44.09036	4.69083	4.70010	7.84432	4.71186	7.19580	yes
169	74.89135	Chase Cordova	125-01-7962	46.57865	single	2.16006	7.13405	6.12298	1.00000	60.87977	49.99741	7.58480	4.87811	8.46267	4.69819	6.49242	N
170	9.64931	Michael Payne	871-28-4696	52.78049	married	3.84334	6.66780	4.91413	1.00000	61.75947	45.89320	7.77886	8.00589	5.39699	8.03334	6.87941	no
171	41.53668	Dr. Laura Zimmerman	820-99-5437	53.05187	married	2.61304	3.59578	6.09798	0.00000	43.43397	39.59401	6.85374	7.14186	10.48000	8.23537	5.95510	N
172	51.89523	Tracy Burgess	595-93-2235	21.40079	married	0.90738	8.04555	5.50304	0.00000	53.78770	76.75098	2.70167	0.81336	8.64472	5.59214	6.74044	no
173	54.40275	Juan Miller	707-97-4646	15.08448	divoced	1.93768	7.94718	5.86744	0.00000	41.76410	82.31973	4.81864	4.02890	7.94030	6.02194	6.39992	no
174	78.30449	Todd Braun	550-26-6429	53.83337	widowed	8.40759	6.66450	4.22837	1.00000	42.82982	12.78176	5.41636	8.87358	7.63558	8.83795	7.12446	no
175	55.52791	Brian Mitchell	307-30-3418	71.13788	married	1.49012	7.28033	6.31373	0.00000	45.59431	51.21150	8.18918	4.52503	6.99677	4.78573	6.49522	no
176	73.90601	Jeremy Lopez	863-89-6063	49.74914	nop	2.35272	7.00987	6.77013	1.00000	65.18464	62.14137	6.64186	5.91609	7.70881	5.04789	5.29647	no
177	50.73711	Cynthia Perez	780-08-0641	-13.52363	married	3.44109	7.52090	7.80857	1.00000	45.84086	57.87089	4.50317	7.34960	7.67401	7.60454	6.87297	no
178	43.58860	Elizabeth Yates	586-57-5332	90.80432	separated	4.68760	8.14476	6.13286	1.00000	51.11833	13.97465	3.06832	8.14612	8.24364	9.37028	6.76572	no
179	67.93531	Christine Johnson	466-23-0650	83.06380	married	0.91951	3.92949	8.22122	0.00000	56.81334	24.79633	3.96135	4.43381	8.40289	8.80627	7.37527	no
180	55.68383	James Garcia	210-46-5672	62.20545	married	3.06976	6.76394	5.97911	1.00000	48.16508	84.22884	6.01921	7.09890	6.81220	6.82279	4.42171	yes
181	54.30901	Michelle Perez	667-42-2543	86.39135	single	2.19018	6.27348	6.20529	1.00000	41.63826	41.32403	6.63416	5.78518	7.57534	4.54219	5.15472	yes
182	42.14338	Nicole Stein	611-96-1457	31.12967	separated	2.38777	4.69316	6.68667	1.00000	35.34831	77.83197	4.58833	7.07866	7.84367	6.95564	4.56448	no
183	39.22720	Leah Hernandez	017-58-5711	89.05645	nop	2.39597	5.34242	6.47627	1.00000	47.10016	10.60625	7.30261	4.52400	8.25189	3.51512	7.01705	yes
184	43.48616	Jesse Anderson	223-81-4060	81.34704	divoced	6.06605	5.79911	5.84829	1.00000	38.16676	37.32412	5.16076	8.39333	7.85540	8.24818	4.10494	Y
185	53.92064	Stephen Benjamin	391-69-5939	78.82913	single	2.01095	5.51265	8.13202	0.00000	34.55393	71.41005	5.53387	5.73435	7.34734	7.26271	6.19821	no
186	51.79172	Jessica Roberts	431-40-5068	69.69803	divoced	2.65699	8.53615	7.44685	0.00000	46.16250	28.24107	3.63573	3.42711	7.43161	8.24442	6.30658	no
187	64.32483	Isaac Flores	065-20-1928	71.86561	divoced	2.56827	5.29548	8.41837	1.00000	49.31065	87.44675	5.00719	6.89203	7.52874	6.65223	6.23267	yes
188	42.83387	Gwendolyn Garcia	321-40-7508	85.63342	widowed	2.63648	5.47862	7.07034	0.00000	37.75001	70.80334	6.80854	7.24841	6.36660	5.24578	7.07409	N
189	44.17180	Amy Boyd	403-25-1658	47.88409	widowed	2.12259	5.95238	8.09800	1.00000	66.83609	81.71485	8.29478	5.29095	6.58639	6.88860	6.10548	N
190	55.45089	Jason Davenport	128-60-1762	114.06288	married	1.87972	6.32496	4.91456	1.00000	62.60654	66.41667	5.44679	7.43224	7.15084	7.52040	6.16943	yes
191	31.52253	Philip Odonnell	480-33-6885	87.84814	married	1.99890	4.72356	5.23679	1.00000	47.04712	70.11059	6.72807	5.94265	6.76609	5.41659	6.81239	yes
192	59.22838	Samuel Hernandez	255-87-4551	109.37806	single	1.69414	4.42685	7.42831	0.00000	43.85542	37.48697	4.89071	5.56321	7.83784	4.35771	7.61400	yes
193	51.41762	Tiffany Sanders	897-31-1652	68.86276	widowed	2.58156	6.56124	5.95270	1.00000	53.56777	67.37879	8.95969	4.95804	6.24870	7.27503	7.20004	no
194	47.62026	Brent Blair	612-05-3246	76.49949	single	8.45247	5.41457	7.73875	1.00000	62.21790	20.32915	5.09025	8.90781	8.08183	8.80262	7.21513	no
195	59.83295	Jerry Walker	661-80-7329	65.75153	married	2.34941	8.28461	6.19760	0.00000	56.74300	75.59875	4.52114	3.81268	6.72902	7.28026	6.70332	Y
196	56.56028	Marissa Blair	103-89-3083	67.67420	divoced	1.34574	5.61434	7.11283	0.00000	57.93917	75.20945	5.04018	4.64410	7.00252	7.14815	5.67867	no
197	40.37081	Gwendolyn Robinson	610-02-3392	93.12955	divoced	3.50958	7.19830	5.03915	1.00000	71.77392	65.52092	4.76237	7.60486	7.70126	7.62395	5.91578	no
198	38.23993	Adam Ruiz	362-16-6639	53.73462	single	1.87058	7.18746	6.43903	1.00000	45.39796	91.27136	9.95617	3.47298	7.32602	5.80436	5.46332	Y
199	53.04849	Jody Perez	222-71-0992	123.17447	nop	1.73177	5.02022	6.88054	1.00000	38.40659	9.65480	8.18942	3.59659	9.20638	3.05960	6.72860	yes
200	37.61657	Wendy Rose	852-19-8971	58.12726	divoced	2.45538	6.49424	6.89358	1.00000	66.06531	34.67819	6.86331	5.53808	7.97561	4.18519	6.18267	no
201	44.10880	Donald Ball	556-43-6890	70.58527	divoced	3.36791	6.40049	6.52253	1.00000	63.39125	69.79642	5.92094	7.14623	6.94970	5.30368	6.04617	no
202	29.99515	Cindy Perez	323-64-3959	50.22962	married	2.52192		5.80952	0.00000	10.78833	50.50869	5.56735	5.87558	7.25332	4.79254	8.74060	no
203	67.38014	Cindy Phillips	861-73-9231	87.63521	separated	9.20117	6.95482	7.16632	1.00000	46.46305	32.29626	5.55829	9.00566	8.13319	8.32778	6.29292	Y
204	45.63287	Andrea Morgan	292-36-0347	65.93268	divoced	1.28070	6.91289	8.07389	0.00000	43.17425	12.14438	2.75931	3.29600	7.67145	9.17198	5.21331	Y
205		Amber Evans	508-19-9799	121.56927	married		5.56609	6.10877	0.00000	50.27006	43.75263	3.60645	3.79108	6.60856	7.89091	7.53525	yes
206	68.15407	Frank Dixon	687-57-5814	33.40820	married	2.02794	4.24301	4.53799	1.00000	65.33781	54.33662	6.73380	5.53965	7.56691	4.73327	6.59514	Y
207	73.36530	Tiffany Hill	114-19-7073	88.68013	married	1.95348	6.78069	5.92776	1.00000	34.50663	18.34528	9.59855	4.93917	5.33008	8.76960	6.51596	no
208	66.66703	Marissa Taylor	637-75-9361	25.87617	married	2.19153	5.69717	5.31560	1.00000	45.03151	72.28564	7.79973	4.95802	7.85628	5.27223	6.73447	yes
209	73.15603	Jeanette Hammond	590-98-2409	71.74336	divoced	4.47432	6.40769	6.70079	1.00000	37.80549	35.97625	5.04721	7.90978	7.38056	8.21725	5.67390	Y
210	51.52454	Troy Jensen	888-01-9707	90.58861	married	2.62619	4.73891	7.86600	0.00000	48.59108	90.43663	6.56814	6.24750	7.58589	6.68373	7.37519	no
211	35.68077	Charles Day	619-62-7985	91.38072	separated	1.66615	5.62823	6.17300	1.00000	40.53720	68.61063	6.70265	6.05595	6.34847	5.30552	7.81356	no
212	31.30898	Robert Friedman	076-22-7850	72.64716	divoced	4.50675	8.18159	5.84036	1.00000	46.86805	33.79396	4.08360	7.77426	7.75108	8.51441	4.37652	no
213	43.80756	Michael Hogan	351-77-8901	98.63519	married	3.57755	3.96905	6.28088	0.00000	36.59932	16.71319	6.98643	7.65100	12.11148	9.39553	7.16409	no
214	72.74093	Melanie Vasquez	677-97-4591	25.96730	divoced	3.96046	6.82314	4.83028	1.00000	49.14205	58.98860	6.38180	7.83223	6.64655	7.64085	6.05570	Y
215	55.40362	John Crawford	077-12-8969	101.36303	divoced	1.23680	6.57598	6.76656	0.00000	32.08284	49.04831	4.51591	4.98587	8.26456	4.75410	5.19400	no
216	58.56331	Lori Peterson	188-62-9464	79.83808	single	3.52924	6.74287	5.48406	0.00000	71.59244	33.45589	6.06979	7.30457	7.02346	4.37553	4.86310	yes
217	57.10563	Valerie White	768-27-3189	105.38443	single	1.99029	6.80416	6.79430	1.00000	56.31791	80.02587	5.26016	6.11712	7.24147	5.65775	5.82871	no
218	57.15352	Janet Harmon	539-72-3463	117.09170	single	2.55775	6.16406	6.51867	0.00000	36.93892	85.01742	6.82635	7.03670	6.29224	6.03182	7.41926	Y
219	47.56317	Joseph Morgan	736-21-6032	112.06549	single	1.19238	5.21912	3.79796	0.00000	44.33695	19.92863	2.86099	2.64311	7.58854	8.78159	6.44878	yes
220	56.94953	Lauren Carrillo	547-57-6434	52.01596	married	1.91178	4.14897	6.41006	1.00000	52.16203	86.00209	4.91152	6.66840	7.54697	6.41575	5.22201	Y
221	64.20348	Ariana Lewis	338-02-6052	34.00539	widowed	1.82529	5.48357	8.21004	1.00000	34.60976	76.64924	7.88474	4.94913	7.54055	5.42962	6.17590	no
222	44.06264	Julie Wilson	355-68-7668	52.95005	single	1.25111	7.52958	7.51093	0.00000	55.09351	41.90631	2.69314	2.93697	6.39982	8.13084	4.39036	no
223	52.31287	Brittany Jordan	616-91-0113	53.58727	divoced	1.30152	5.79304	5.99086	0.00000		87.12000	8.84575	4.29124	6.74766	6.21356	5.86400	no
224	22.71650	Shannon Clark	301-63-1437	109.40891	widowed	1.47831	7.22687	7.54200	0.00000	48.54718	68.83561	4.76375	4.01765	7.39022	5.52935	6.29345	no
225	70.70440	Maria Ross	080-45-2895	88.30930	married	1.78642	7.10028	6.36199	1.00000	55.80030	43.41807	6.23182	6.37874	7.54650	4.73166	6.00833	Y
226	41.93207	David Martinez	051-32-4899	86.02108	divoced	1.11688	6.47619	5.55662	1.00000	30.27135	15.67790	6.10633	4.62078	8.80457	2.66009	6.66780	no
227	51.90899	Natasha Rivera	307-82-4939	29.07727	single	1.45686	7.53797	7.32452	1.00000	59.62857	95.81877	7.98742	4.72120	6.61570	6.21181	7.68466	no
228	60.85816	Heidi Brown	641-76-0014	50.62664	separated	1.74714	4.61795	5.24249	1.00000	36.49478	81.60409	7.65482	5.78608	6.27507	5.79362	7.48768	no
229	38.74008	Tanya Harris	091-98-0321	78.32191	widowed	3.60628	5.58363	6.23265	1.00000	58.96411	50.24023	4.98852	7.79949	7.53867	7.92529	4.22627	no
230	45.46117	Ana Horn	779-08-2668	52.55971	married	2.05632	5.76152	4.79951	0.00000	35.49710	82.26732	7.01266	7.19425	7.99181	6.86172	7.10859	no
231	80.86252	Emily Harris	067-30-1583	0.99529	widowed	2.13362	4.04109	5.37395	0.00000	84.54724	49.61069	4.55651	4.92502	7.94603	4.58482	6.54475	Y
232	46.00393	Tyler Anderson	845-49-4951	16.10030	married	5.20363	7.01030	7.69363	1.00000	36.71632	12.62383	3.67341	8.32702	7.73444	9.70528	6.93479	N
233	39.43993	Catherine Edwards	238-96-3453	12.38621	married	1.47423	6.65977	6.90773	0.00000	56.13053	74.51983	5.50584	5.47748	7.01753	5.45408	7.09275	Y
234	66.40653	Rebecca Torres MD	312-19-7359	118.23338	married	1.22513	6.02962	6.12147	0.00000	36.36568	91.12260	5.46749	4.19371	6.66860	6.14305	7.01863	no
235	45.96129	Joseph Martinez	084-56-1308	67.64382	single	2.08889	7.77091	5.75133	1.00000	54.84837	85.09070	5.75634	6.30749	6.27319	6.61096	7.81215	yes
236	51.03498	Kimberly Edwards	418-59-6924	56.85746	single	4.48857	6.55873	6.60018	1.00000	50.25845	11.44269	3.37667	8.02704	8.26633	8.91923	8.79212	no
237	82.95556	Tanya Harris	091-98-0321	45.87928	separated	2.37658	4.93902	5.63727	1.00000	27.72148	78.27071	3.68921	6.43453	7.79411	7.03955	6.97887	no
238	35.41348	Brent Nolan	230-37-2541	70.52120	married	3.65907	6.86882	6.00045	0.00000	67.93555	18.10680	5.33033	7.21284	8.27410	3.72344	7.46472	no
239	30.04074	Ann Gonzales	006-09-4068	30.64001	nop	1.26058	6.82225	6.22916	1.00000	56.63829	90.12386	7.88579	5.36508	6.76944	6.50705	6.70177	Y
240	48.73107	Brittany Ramos	741-57-1207	113.97595	married	2.75334	5.70968	4.47537	1.00000	25.31963	78.64952	5.02367	6.55709	6.88257	6.91281	6.58335	no
241	51.38991	Sarah Murphy	085-62-1036	74.95668	married	2.10855	5.45857	6.06600	0.00000	54.93266	65.98155	6.41957	6.34277	8.75269	7.47986	7.82322	Y
242	61.46339	Brenda Richard	662-89-4319	103.07164	married	1.82952	6.05534	5.57792	1.00000	51.15451	64.08559	9.35577	3.43091	7.34004	5.28749	5.78882	yes
243	46.85278	Felicia Mendoza	516-32-9472	107.97546	married	3.13239	7.43835	6.10551	1.00000	40.97986	48.76486	5.25234	7.16798	6.64571	7.86566	5.30169	no
244	52.92404	Kari Atkinson	357-94-9831	61.19460	divoced	26.42270	6.00104	4.87538	1.00000	45.96074	41.80126	4.61062	10.19058	8.25083	10.82141	7.14644	Y
245	49.91103	Amy Boyd	403-25-1658	57.41209	single	1.97667	6.57967	5.43738	1.00000	42.29526	73.77111	5.70276	6.10937	7.32294	5.19731	7.54147	no
246	54.36486	Misty Singleton	444-52-9112	68.96194	single	3.15420	8.98345	5.68026	1.00000	49.96339	84.77292	6.03760	7.44836	7.40599	6.63073	6.60625	Y
247	47.65016	Taylor Anderson	297-30-3924	67.94993	divoced	4.31912	4.56836	8.32400	1.00000	36.99641	33.95809	4.62853	7.89798	7.49375	8.39261	6.49489	no
248	58.60830	Judy Alvarado	169-45-5011	15.12053	nop	1.88965	5.54531	6.13397	1.00000	68.15029	15.41494	7.80217	4.04549	8.88412	3.59857	6.66731	no
249	50.11258	Jonathan Reynolds	878-75-4133	33.41238	widowed	2.26909	5.61771	6.38996	1.00000	41.48058	85.53918	8.34148	4.80740	7.36134	5.75905	5.90321	yes
250	39.08450	Deborah Woods	423-60-2014	89.90128	married	2.36589	7.01955	5.29099	1.00000	51.26969	63.95844	7.70117	5.76508	6.47363	5.07952	6.32741	yes
251	74.23666	David Hoover	816-26-2219	58.88510	divoced	6.33789	6.12922	6.87295	1.00000	34.96505	39.29681	5.13464	8.35334	7.74158	8.20459	7.48645	Y
252	39.85256	Patrick Vega	278-46-0319	86.40523	separated	1.44666	7.21193	7.26797	1.00000	73.40292	19.11111	5.58922	6.23096	7.91380	3.44645	6.50558	Y
253	53.51113	Jonathan Fitzgerald	700-30-8221	103.77296	married	1.41864	5.33226	5.38939	0.00000	51.47066	87.03907	4.69119	3.32567	7.25288	5.86532	7.48982	no
254	72.73484	Abigail Mccall	714-22-9388	64.18225	divoced	1.81794	6.55085	7.55422	0.00000	53.11115	64.92213	4.59208	4.65732	7.07451	7.48075	4.78570	no
255	42.64522	Stephanie Thompson	324-94-3067	141.67069	separated	2.77801	5.64080	7.19468	0.00000	24.71647	6.39446	3.81571	5.50466	9.04877	3.37801	5.16689	no
256	65.09672	Carolyn Rodgers	277-06-5400	46.40704	married	1.83857	7.02811	8.08082	1.00000	56.37515	21.75480	4.12522	3.68299	6.85542	3.85867	7.02621	no
257	60.35965	Jeremy Zavala	594-92-2305	65.94745	divoced	3.07008	5.38894	5.80213	0.00000	59.33458	85.34019	6.78619	6.06446	6.08480	6.35040	6.41488	yes
258	73.84440	Ashlee Taylor	204-38-2757	64.59102	single	16.29391	6.50917	6.92197	0.00000	48.87869	28.70298	7.77529	9.65868	5.67110	4.18434	6.29609	Y
259	31.66098	Ricky Bray	797-38-0506	125.28947	nop	2.12172	5.05205	5.42139	1.00000	45.65596	91.35163	7.27692	6.54092	5.57237	6.23989	6.82464	N
260	41.82188	Jerry Garcia	345-92-6406	73.46894	nop	13.80695	6.24290	7.34173	1.00000	53.54343	6.22506	5.82386	9.47173	7.51603	9.40889	4.08202	yes
261	28.23458	Matthew Scott	483-71-8987	81.35338	divoced	1.90431	6.13256	6.35113	0.00000	44.99704	59.26747	5.58951	5.45174	8.43936	7.60069	5.79046	Y
262	48.34140	Erica Anderson	752-12-0228	90.49144	nop	1.79321	4.29557	6.06909	0.00000	27.61401	11.21509	2.21118	2.49187	7.31355	9.09802	5.11802	N
263	39.06056	Alexandra Hernandez	831-32-6586	59.26202	divoced	1.78414	6.51625	6.24249	1.00000	68.62323	48.33996	9.51010	3.01550	7.64149	4.78782	4.72426	no
264	46.64936	Katherine Garza	264-88-3848	44.18467	divoced	1.86775	5.19244	5.63515	1.00000	51.81022	62.62687	8.91205	3.56347	7.56446	5.09645	6.98466	no
265	87.12400	Paul Rodriguez	689-37-3272	33.14368	divoced	3.23585	6.35697	4.91976	1.00000	57.75936	32.87768	5.25041	7.89038	7.02303	8.34142	6.78271	yes
266	55.49159	Robin Mcintosh	134-39-8717	63.61153	divoced	1.93252	6.03370	7.66460	1.00000	60.43702	69.12722	6.49499	5.57654	5.79220	5.37346	6.75565	no
267	58.32848	Jeremy Morgan	171-53-8345	46.49312	single	2.21084	7.80347	7.85774	1.00000	40.03080	45.25435	7.07107	5.33237	7.79905	4.55828	5.52047	no
268	46.31600	Justin Case	861-80-5257	66.82557	single	3.30947	6.94520	5.22196	1.00000	32.71168	82.64039	4.54202	6.28606	7.19186	6.66552	6.68987	no
269	64.46954	Sally Pena	821-10-7831	48.91632	widowed	1.28766	5.86264	6.20489	0.00000	71.96517	52.80971	3.65812	3.79040	6.38189	7.71473	4.86068	no
270	48.06627	Alyssa Smith	807-43-2878	155.43540	single	9.56716	5.76139	3.90683	1.00000	40.99893	31.48977	5.41096	9.00090	7.92242	8.71027	6.58780	yes
271	55.88349	James Wood	268-45-1880	-5.25416	widowed	2.50094	4.31141	8.07487	1.00000	36.67215	90.07227	7.72795	4.55959	7.57191	5.99737	7.64541	yes
272	54.91989	Grant Mcintyre	444-87-0283	81.94712	married	1.75835	6.54778	6.11296	0.00000	37.79678	83.59120	3.67332	1.89435	8.10961	6.11311	6.61123	no
273	91.07128	Kevin Woods	356-59-0983	69.66250	widowed	2.19103	6.78439	7.26571	1.00000	64.63343	29.79987	7.16922	4.45468	8.41814	4.23963	6.57398	yes
274	65.56997	Steve Ross	866-57-5530	117.76608	divoced	2.21467	7.17921	5.98814	1.00000	59.67506	59.00891	7.42386	5.11346	7.71230	4.78854	5.94662	no
275	55.79210	Kimberly Fisher	422-20-1268	65.62480	separated	5.19455	7.97408	2.47927	1.00000	29.32624	57.39424	6.04723	8.11970	7.21711	7.72896	6.85606	no
276	33.39821	Phillip Clark	519-72-9945	41.62124	divoced	2.08932	5.63537	6.28140	0.00000	56.21884	72.38085	3.58124	3.01928	5.60668	7.08277	7.50048	no
277	43.50587	Christopher Walker	561-87-9803	69.06030	divoced	2.56101	7.38226	7.75301	1.00000	20.80929	86.14275	5.40194	6.37357	6.71919	6.53971	7.43207	yes
278	55.44459	Jody Gomez	301-15-8863	34.41229	divoced	2.38194	7.23775	9.24691	1.00000	55.02557	80.17941	4.04059	5.00178	6.90205	5.72003	8.08546	yes
279	61.16712	Karen Chase	201-08-4646	59.34394	divoced	3.96345	5.22765	9.02954	1.00000	50.62537	28.76483	2.95114	7.37882	8.39463	8.30507	4.48451	yes
280	71.97600	Thomas Mitchell	196-68-9772	24.06612	nop	2.17359	6.85423	6.92205	1.00000	47.84229	52.63582	7.21725	5.51644	7.13459	4.89687	7.06374	Y
281	47.31140	John Allen	436-99-1281	43.68243	single	2.14904	7.87587	6.94747	0.00000	41.60187	88.99190	4.69363	3.84224	7.94110	6.21852	5.41638	yes
282	63.45324	Christopher Caldwell	131-62-9929	93.49284	married	1.48376	6.41731	7.74555	1.00000	58.79904	34.41794	6.14740	4.74735	8.71749	2.10290	4.88209	no
283	58.57058	Daniel Smith	319-45-1096	103.46909	single	1.94336	6.14267	7.43095	0.00000	58.13874	94.15282	5.39448	5.33188	5.80158	6.28971	6.99788	no
284	49.16089	Christine Olsen	577-66-1223	105.05134	nop	8.67444	5.57050	7.59810	1.00000	45.63701	40.56206	6.88902	8.90691	7.26227	8.01400	7.00829	no
285	53.19037	Adam Ruiz	362-16-6639	42.49058	married	3.21180	5.39378	6.22024	1.00000	34.14407	81.32919	5.30069	7.56951	7.92858	6.85842	6.09609	yes
286	72.94991	Heather Newton	067-17-4689	47.62625	widowed	3.24913	5.33261	6.23272	1.00000	66.27066	34.51443	3.85223	7.42421	7.74704	8.29853	7.70914	no
287	51.73709	John Hernandez	286-59-4843	21.97372	widowed	3.36022	5.64987	6.49035	1.00000	42.45893	84.02359	6.45294	7.00943	6.46282	5.91299	6.67035	no
288	43.81044	Joshua Griffith	483-57-4965	84.90600	nop	1.84196	7.96395	7.06594	1.00000	5.36398	44.43731	8.08775	3.69827	8.98321	4.60083	5.46120	no
289	33.06915	Sandra Cummings	820-15-2811	42.55284	single	2.71360	6.69187	8.42122	1.00000	50.86968	40.80404	4.01583	7.68451	8.22278	7.97080	7.19810	Y
290	55.59659	William Davis	190-25-2103	108.66066	separated	2.20454	5.33826	6.04687	0.00000	31.48962	49.76084	5.44649	5.78325	7.14062	4.67763	8.58130	Y
291	46.38920	Mary Parsons	692-42-9696	25.63458	nop	2.32344	6.49509	6.54376	0.00000	37.95346	56.35906	5.20646	5.65545	8.09075	7.71763	6.71595	no
292	51.12002	Theresa Welch	202-31-6039	69.59123	divoced	2.36344	5.54870	4.83504	0.00000	55.76283	59.52494	4.40474	3.71491	7.71204	7.59597	6.22060	no
293	43.80258	Scott Lopez	835-13-7760	55.45073	separated	2.77234	7.79276	7.50626	1.00000	39.69565	30.75686	6.82124	6.34445	6.63658	8.42746	6.77626	no
294	73.01642	Christina Joseph MD	113-70-2671	125.51344	married	2.66720	5.61295	6.31430	1.00000	29.06963	88.39105	2.77835	6.49789	9.17237	6.38702	5.44131	yes
295	38.50521	Bradley Thomas	285-16-7089	55.06429	single	1.84470	6.56488	6.06847	0.00000	57.34328	67.77592	5.69450	5.46219	6.78430	5.25460	7.12929	no
296	56.35308	Tina Price	695-86-5463	78.42418	nop	1.75772	5.82283	7.49477	0.00000	61.34247	32.47917	4.14483	4.19839	7.99641	8.31851	5.49083	no
297	57.56133	Sandy Bush	601-84-5621	15.85329	single	1.47909	6.58485	6.40037	0.00000	72.90085	78.37185	3.26497	3.28305	5.09129	7.11810	7.45463	no
298	67.39192	Patricia Bailey	681-88-5783	58.01044	single	2.60026	6.59850	6.03118	0.00000	64.18602	80.79417	6.51140	6.34942	7.90660	6.91277	5.87544	Y
299	56.42222	Emily Burnett	685-40-9496	36.63850	divoced	36.74364	5.22297	6.12778	1.00000	20.76291	59.00489	4.21136	10.55045	8.62598	11.21232	6.00004	yes
300	41.92042	Karen Alvarado	209-09-8672	19.81140	married	9.16840	5.00806	8.16508	1.00000	41.36778	13.15836	4.77692	8.93362	7.42133	9.90336	6.35716	no
301	44.73839	Gary Benjamin	075-67-0548	66.74810	separated	3.85982	7.45771	4.85804	0.00000	54.90734	30.53431	6.08523	7.19754	6.76400	4.15707	7.61303	no
