	birthdate	current_location	blood_group	name	address	company	ssn	sex	race
143	12 Aug 1952	(Decimal('-71.089300'), Decimal('44.110453'))	B+	Krystal James	"344 Williams Pass Suite 355
Lawrencemouth, RI 31175"	Singleton, Hughes and Watson	504-16-1360	F	Black
144	12/27/2004, 00:00:00	(Decimal('-69.7978175'), Decimal('177.295807'))	B+	Melissa Nguyen	"75934 Cory Islands Suite 758
Rachaelfort, SC 42596"	Watson Ltd	824-58-6013	F	Asian
145	1990/12/20	(Decimal('29.6961205'), Decimal('-48.954847'))	O-	Cheryl Harris	"468 Shaw Street Suite 098
Rogersport, MA 84792"	Prince-Parker	054-61-5382	F	black
146	1988-05-15	(Decimal('-17.648059'), Decimal('128.697391'))	B+	Travis Dominguez	"319 Jacqueline Ports
South Lisaview, UT 25897"	Collins-Curry	816-29-4385	M	White
147	2018-09-27	(Decimal('-8.7091585'), Decimal('20.047095'))	AB+	Daniel Gray	"55844 Robert Terrace
Mcdonaldburgh, IA 86712"	Ballard-Brandt	574-72-8370	M	Black
148	06 Jun 1964	(Decimal('-33.175767'), Decimal('-104.214192'))	A-	Andrew Terry	"USS Coleman
FPO AP 20464"	Sharp-Clements	684-45-3601	M	White
149	1996-05-23	(Decimal('7.2148175'), Decimal('115.418958'))	B+	Bill Reid	"46776 David Loop Suite 706
New Joanne, CA 66486"	Cline and Sons	621-52-1980	M	White
150	15 Dec 1939	(Decimal('49.770994'), Decimal('50.145942'))	O+	Gary Vaughan	"681 Ethan Crossroad Suite 152
East Veronica, CA 41349"	Garza-Flynn	469-01-8667	M	Black
151	1985-02-18	(Decimal('-25.5081025'), Decimal('104.414176'))	O-	Alexandra Robbins	"878 Douglas Mill Suite 297
North Jean, VT 05640"	Rivas Group	607-80-4816	F	Hawaiian
152	04/12/2018, 00:00:00	(Decimal('-0.926596'), Decimal('22.588968'))	O-	Ricardo Adams	"31812 Richard Port
West David, ME 78120"	Edwards Ltd	780-10-2806	M	White
153	2011-09-15	(Decimal('-15.8273205'), Decimal('97.814071'))	A-	Brent Nolan	"69637 Mendez Ridges Suite 946
Jonesmouth, IN 17849"	Sullivan-Reyes	230-37-2541	M	Black
154	2009-01-27	(Decimal('-0.2216745'), Decimal('-171.530117'))	B-	Susan Snyder	"36744 Micheal Cove Apt. 676
West Michael, RI 18226"	Smith, Olson and Shepherd	220-67-4594	F	Asian
155	09/15/2021, 00:00:00	(Decimal('-26.8867215'), Decimal('-157.162388'))	A-	Brent Ford	"PSC 1691, Box 8316
APO AE 36245"	Henderson, Edwards and Sawyer	621-32-7877	M	Black
156	1999/12/04	(Decimal('-35.6627795'), Decimal('1.175613'))	A+	Rebecca Gallagher	"4428 Ronald Crest Apt. 368
East Laurenton, NM 46598"	Vargas, Perez and Golden	572-95-6746	F	White
157	06/03/2011, 00:00:00	(Decimal('-54.8473655'), Decimal('26.380206'))	AB+	Sarah Lee	"43043 Andrew Pine Suite 334
Butlerborough, CT 18211"	Barron, Burns and Reyes	361-81-9140	F	Hawaiian
158	12 Feb 1951	(Decimal('-2.287844'), Decimal('-47.056095'))	AB+	Mackenzie Rios	"0768 Andrew Meadows
Hugheston, AK 28893"	Jones-Ramos	746-86-7028	F	Indian
159	11/16/2007, 00:00:00	(Decimal('34.367224'), Decimal('169.754159'))	A-	Richard Cochran	"Unit 2032 Box 7407
DPO AP 03988"	Cooper, Garcia and Kent	052-44-5351	M	White
160	1970-09-26	(Decimal('-71.930393'), Decimal('50.942628'))	AB+	Jeffrey Maldonado	"7837 Reynolds Islands
Meaganshire, MI 64332"	Blankenship-Chan	100-17-0965	M	White
161	1914-03-12	(Decimal('-59.0015975'), Decimal('47.713523'))	O-	Derrick Sawyer	"3265 Knight Expressway
Kimton, CA 91903"	Gay Group	649-89-6931	M	White
162	2014/02/14	(Decimal('86.926937'), Decimal('163.403596'))	O+	Tyler Bowers	"401 Scott Underpass Apt. 186
Kimmouth, CA 88340"	Wilkins-Newman	885-24-4957	M	black
163	1989/12/29	(Decimal('-84.911871'), Decimal('-179.105888'))	O-	Alejandra Peterson	"56306 Hannah View
Jeffreytown, CT 49682"	Wheeler, Morgan and Martin	735-35-2192	F	White
164	2005/08/21	(Decimal('-70.177971'), Decimal('-128.586515'))	B-	Robert Carroll DDS	"85510 Bennett Lodge Suite 986
Murraytown, NV 49248"	Reyes, Morris and Fitzgerald	337-55-1916	M	White
165	19 Dec 2010	(Decimal('51.461221'), Decimal('80.522271'))	AB-	Deborah Cannon	"352 Mullins Springs
Tamaraville, IN 12443"	Bennett-Anderson	784-95-5744	F	White
166	15 Dec 1979	(Decimal('42.000034'), Decimal('168.435461'))	A+	Keith Tran	"81619 Lisa Lake Suite 794
Hallborough, VA 96937"	Morrison LLC	321-18-8629	M	Asian
167	1992-11-03	(Decimal('-72.6333905'), Decimal('-65.691170'))	B-	Misty Singleton	"553 Clark Vista
Tylerville, MS 51714"	Howard, Bell and Nichols	444-52-9112	F	white
168	17 Jan 1953	(Decimal('4.3836845'), Decimal('11.916448'))	O-	Steve Knox	"83583 Lamb Flats
Loganhaven, AR 88159"	Williams, Allison and Hernandez	703-88-6725	M	Asian
169	1942-11-12	(Decimal('-70.1360185'), Decimal('-23.492950'))	A+	Lauren Brooks	"771 Thompson Field
Dianaton, SD 25907"	Black, Lee and Lam	287-67-5026	F	Black
170	09/08/1914, 00:00:00	(Decimal('-10.659591'), Decimal('-122.800503'))	B-	Martin Pitts	"5128 Kerry Rapid Suite 241
Millsfort, NJ 01953"	Cunningham-Rodriguez	069-29-7028	M	Black
171	1939-02-12	(Decimal('11.731878'), Decimal('50.549557'))	AB+	John Deleon	"6890 Perry Pines Suite 924
Josephmouth, KS 32582"	Johnson and Sons	459-67-0116	M	Indian
172	05/04/1979, 00:00:00	(Decimal('43.0302825'), Decimal('13.016106'))	A-	Angela Taylor	"05287 Sergio Plains Apt. 398
West Justin, NH 85473"	Chavez-Salinas	173-99-5506	F	White
173	12/31/2007, 00:00:00	(Decimal('40.1124425'), Decimal('-82.275026'))	B-	Matthew Ortega	"89026 Roy Station
Deckerbury, VA 18439"	Stewart-Martinez	500-22-7436	M	Hawaiian
174	1927-11-29	(Decimal('-24.6739995'), Decimal('140.041973'))	AB-	Charles Levy	"8119 Webster Roads
East Michael, NV 56518"	Thomas, Weiss and Wright	405-76-8408	M	White
175	08 Apr 1949	(Decimal('-36.856213'), Decimal('-76.977633'))	AB+	Ryan Dawson	"USNS Torres
FPO AA 53321"	Miranda, Allison and Forbes	875-61-6088	M	Hawaiian
176	1907-12-12	(Decimal('14.0795985'), Decimal('-33.916829'))	A-	Michael Phillips	"73517 James Ford
Jasonfort, NE 26657"	Brown, Marquez and Hunter	263-30-6745	M	White
177	1995/12/02	(Decimal('-72.2738265'), Decimal('98.351596'))	O-	Jason Hess	"5254 Brenda Isle Suite 329
West Frank, NV 79644"	Randolph LLC	602-91-2944	M	Asian
178	16 Sep 1913	(Decimal('18.0214435'), Decimal('104.309357'))	AB+	Madison Allen	"PSC 6427, Box 7892
APO AE 39007"	King and Sons	857-79-4139	F	White
179	02 Jun 1969	(Decimal('21.595895'), Decimal('-148.786010'))	O-	Robert Neal	"7922 Obrien Springs Suite 295
Laurastad, NE 27140"	Johnson, Brown and Thompson	022-39-6464	M	White
180	07/13/2007, 00:00:00	(Decimal('42.1646465'), Decimal('-156.484405'))	AB+	Brandon Zuniga	"4148 Rodriguez Burg
Kimberlyhaven, OK 08121"	Hughes and Sons	317-03-2863	M	White
181	18 Sep 2016	(Decimal('-67.531969'), Decimal('-149.838330'))	AB+	Jennifer Hall	"94562 Michael Lakes
Marilynborough, AR 56004"	Smith, Jackson and Morris	050-01-6281	F	White
182	1945-02-24	(Decimal('-56.6683655'), Decimal('-95.989220'))	O-	Mario Kramer	"4414 Thomas Canyon
Stevenfort, MI 49531"	Phillips-Edwards	700-27-9358	M	Hawaiian
183	1931-04-19	(Decimal('25.9088575'), Decimal('-92.940054'))	AB+	Denise Wilkins	"9667 Jason Ferry Apt. 835
Lake Scottburgh, FL 04617"	Smith-Rodriguez	631-72-0241	F	White
184	1929/11/21	(Decimal('85.307855'), Decimal('-28.705511'))	O-	Angela Lang	"410 Carey Shoals Apt. 119
Lake Lisastad, DC 38175"	Parker and Sons	663-35-1142	F	White
185	29 Jun 1926	(Decimal('-55.624564'), Decimal('-143.036249'))	O+	William Moore	"3075 Dean Springs
Kirkshire, ME 70540"	Beck and Sons	530-62-4657	M	Asian
186	05/17/2005, 00:00:00	(Decimal('-86.8542815'), Decimal('-158.612189'))	B-	Michelle Schmidt	"USCGC Jordan
FPO AP 56641"	Allen-Arroyo	235-45-4851	F	Black
187	10 Nov 2001	(Decimal('-67.004539'), Decimal('107.608559'))	O+	Benjamin Burns	"92290 Munoz Fort
Garyport, OH 04062"	Adams, Shepard and Collins	693-53-7046	M	Black
188	1992-08-26	(Decimal('-76.890217'), Decimal('-118.327106'))	B-	Daniel Watson	"6616 Shields Station
Lake Scott, NY 64657"	Stanley-Richardson	265-71-6278	M	White
189	11/05/2018, 00:00:00	(Decimal('78.032456'), Decimal('13.490596'))	B+	Mary Hill	"9951 Anderson Wall
New Amyland, WA 54794"	Arnold, Morales and Brown	876-77-6437	F	White
190	30 Sep 1952	(Decimal('-73.9610535'), Decimal('-76.692868'))	B-	Christina Walton	"47267 Harvey Orchard
Lake Joseph, NV 26139"	Adams, Clayton and Sheppard	695-73-4240	F	Indian
191	24 Feb 1990	(Decimal('-13.7185955'), Decimal('-88.535792'))	O+	Joy Howard	"53954 Robin Gardens Suite 123
Tanyabury, UT 83799"	Davis, Hunter and Lopez	347-37-0836	F	Indian
192	1947-11-05	(Decimal('-28.205252'), Decimal('-95.687561'))	A+	Erica Baker	"USCGC Todd
FPO AA 07943"	White-White	648-23-3655	F	Black
193	08/26/2010, 00:00:00	(Decimal('4.6355125'), Decimal('-35.949680'))	AB-	Dennis Becker	"76078 Hill Shoals Suite 140
New Michael, VA 43018"	Harris, Lyons and Thomas	143-96-3730	M	Asian
194	12/07/1996, 00:00:00	(Decimal('-8.3410665'), Decimal('178.933687'))	AB+	Mikayla Martinez	"7431 Greene Spur
Allisonborough, CA 53873"	Cruz-Pennington	075-19-9728	F	Black
195	29 Oct 1981	(Decimal('-50.633608'), Decimal('-40.328111'))	B-	Brian Reyes	"13908 Gonzalez Plains
South Alexanderview, KY 49650"	Kim Ltd	661-42-5955	M	White
196	13 Sep 2000	(Decimal('-42.168897'), Decimal('-96.009505'))	B-	Stacy Davidson	"13194 Kathleen Spur Suite 418
New Anthony, NE 89209"	Reid-Nichols	556-95-4220	F	White
197	1960/04/08	(Decimal('67.487264'), Decimal('99.056236'))	O+	Jose Wood	"787 Perez Rapid
West Joshuafurt, MI 90688"	Frazier LLC	591-57-7676	M	White
198	2008/01/19	(Decimal('4.7570035'), Decimal('165.630676'))	B-	Beth Leblanc	"17836 Ramos Trace
Justinton, SC 80884"	Cox Inc	174-26-5291	F	White
199	1994-01-29	(Decimal('28.478233'), Decimal('149.355423'))	O+	Jenna Miller	"15052 Mark Route
South Laura, IN 55669"	Tyler LLC	063-31-8962	F	White
200	2007-11-04	(Decimal('30.0952275'), Decimal('179.228701'))	AB+	Kim Cook	"409 Reed Dale
Rogersborough, RI 85502"	Cain, Adams and Franklin	318-91-2299	F	Black
201	05 Aug 2019	(Decimal('82.5395555'), Decimal('-103.731670'))	AB-	Matthew Walter	"885 Harvey Extensions Suite 680
Riverafort, DE 37960"	Roberts LLC	691-84-6547	M	White
202	1935-09-12	(Decimal('-3.7208805'), Decimal('132.604346'))	AB-	Heidi Brown	"52367 Quinn Tunnel
Donnaville, WY 32896"	Merritt-Nguyen	641-76-0014	F	Black
203	2020-06-11	(Decimal('-6.636552'), Decimal('9.958853'))	AB-	Kevin Davidson	"1289 Jason Station Suite 522
West Austinfort, NH 08670"	Hall-Anderson	868-18-8660	M	White
204	20 Aug 1948	(Decimal('69.496643'), Decimal('71.147961'))	AB-	Dr. Dalton Jordan	"888 Bryan Union
New Laurie, GA 93730"	Anderson, Jackson and Humphrey	883-90-7847	M	White
205	04/17/1919, 00:00:00	(Decimal('-2.160862'), Decimal('-168.619075'))	B-	Christopher Caldwell	"59368 Carol Brooks Suite 309
Padillaton, NH 29994"	Howe Inc	131-62-9929	M	White
206	1973-06-16	(Decimal('-26.995814'), Decimal('159.424081'))	O+	Ana Doyle	"426 Taylor Manors
East Josephbury, NM 77383"	Patterson Group	192-87-9525	F	Indian
207	11/10/1980, 00:00:00	(Decimal('-39.854002'), Decimal('30.161810'))	AB-	Angela Reeves	"8203 Megan Islands
Bergerhaven, NV 72561"	Bartlett, King and Baldwin	853-65-4408	F	White
208	09/15/1961, 00:00:00	(Decimal('2.3695935'), Decimal('-100.972974'))	A+	Joshua Murphy	"41721 Arthur Rapid
Allenburgh, VT 05849"	Booth Ltd	106-96-4491	M	Black
209	1968/07/26	(Decimal('31.3444425'), Decimal('-119.892108'))	O-	Michael White	"7656 Schmidt Forest Apt. 967
West Michael, VA 74797"	Lyons Ltd	119-28-8993	M	White
210	05/24/1969, 00:00:00	(Decimal('31.080316'), Decimal('91.159636'))	AB+	Ricky Mckinney	"2905 Nunez Rapid Apt. 820
Lake David, MN 99203"	Davis-Stephens	091-14-0204	M	White
211	12/28/2018, 00:00:00	(Decimal('82.4609825'), Decimal('101.298493'))	B-	Matthew Alvarado	"81783 Ross Junctions Apt. 680
Claytonfort, MS 19038"	Harris PLC	663-27-2351	M	White
212	1966-12-06	(Decimal('-58.146892'), Decimal('140.374919'))	A+	Felicia Mendoza	"094 Walker Parkway Suite 016
Sheaville, SD 59643"	Fletcher, Morris and Stewart	516-32-9472	F	White
213	17 Nov 1907	(Decimal('51.1105365'), Decimal('167.335981'))	A+	Andrew Matthews	"81560 Melendez Knoll Apt. 675
Catherinehaven, NH 67248"	Price, Russell and Wilson	637-31-5960	M	white
214	05/30/2001, 00:00:00	(Decimal('-49.251349'), Decimal('164.594896'))	AB+	Teresa Gibson	"566 Collins Plain
West Dana, ID 61483"	Smith and Sons	722-19-6501	F	White
215	05/30/2011, 00:00:00	(Decimal('6.2884125'), Decimal('115.568172'))	A+	Rebecca Torres MD	"326 Amanda Fork
Vincentshire, NJ 24728"	Benton PLC	312-19-7359	F	black
216	1931-02-10	(Decimal('-77.2839775'), Decimal('-30.993702'))	O+	Valerie Chambers	"4633 Mallory Mount Suite 345
West Erikstad, WY 36732"	Kennedy, Williams and Moss	217-25-0504	F	White
217	17 Apr 1947	(Decimal('-19.1685305'), Decimal('-112.668390'))	O-	Natalie Jenkins	"11947 Le Inlet Suite 955
Jimenezmouth, WV 89697"	Lawson-Valentine	203-97-0060	F	White
218	24 May 1917	(Decimal('-57.903623'), Decimal('-36.482519'))	AB+	Angela Floyd	"137 Kennedy Streets
Sarahville, NV 47779"	Zuniga, Francis and Rodriguez	728-12-7050	F	Asian
219	05 Feb 1913	(Decimal('50.4454955'), Decimal('-67.787754'))	B-	James Hart	"664 Spencer Summit
North Ericchester, MS 59275"	Rice Group	754-93-5479	M	Black
220	1925-04-30	(Decimal('65.851378'), Decimal('42.245158'))	O+	Lori Monroe	"6802 Penny Spring
West Kylemouth, PA 38183"	Cox Ltd	836-55-0023	F	Black
221	12 Jan 1914	(Decimal('-5.8538175'), Decimal('174.915604'))	AB-	Stacey Rodgers	"47926 Morse Crest
West Meghanbury, ME 43397"	Parker-Burgess	524-56-4716	F	Black
222	28 Dec 1940	(Decimal('77.7649915'), Decimal('178.386859'))	A+	Danielle Snow MD	"578 Jones Wall Apt. 719
South Christina, ID 02135"	Conrad, Kim and Lane	462-05-1430	F	Black
223	12 Jun 1997	(Decimal('12.493637'), Decimal('56.494805'))	O+	Mr. Billy Padilla DDS	"USNS Brooks
FPO AE 72380"	Carter, Franklin and Lutz	475-13-4999	M	Black
224	15 Oct 1971	(Decimal('-83.962847'), Decimal('98.712585'))	B-	Joseph Nguyen	"42142 Olson Route
Levymouth, VA 22797"	Miller-Perkins	794-56-2370	M	White
225	03/08/1950, 00:00:00	(Decimal('-36.3531815'), Decimal('2.030740'))	AB-	Christine Robinson	"9747 Castillo Manor
West Michelle, NE 86511"	Weber-Rosales	020-61-2748	F	Black
226	05 Nov 1993	(Decimal('-25.6180325'), Decimal('-76.456387'))	AB+	Mrs. Nicole Alvarez DDS	"846 Hood Land Apt. 818
Glennland, OK 25981"	Munoz Group	813-50-2727	F	Asian
227	22 May 2007	(Decimal('-70.199740'), Decimal('-46.813303'))	AB-	Gary Benjamin	"32855 Timothy Alley Suite 019
North Gailbury, AK 69199"	Patterson, West and Jones	075-67-0548	M	White
228	12/01/1911, 00:00:00	(Decimal('-39.5673745'), Decimal('-102.412771'))	O+	Stacey Williams	"70652 Schwartz Land
Morganville, FL 24298"	Nguyen LLC	207-07-1769	F	Asian
229	2016-08-03	(Decimal('-40.233172'), Decimal('107.227231'))	AB+	Brian Perez	"0897 Thomas Summit Suite 836
Port Gregoryhaven, GA 73086"	Figueroa, Burns and Skinner	671-73-1812	M	Black
230	23 May 1928	(Decimal('-45.074502'), Decimal('60.621168'))	B-	Regina Mcintosh	"7327 Roach View Suite 782
New Kellymouth, UT 17068"	Davis, Taylor and Schneider	523-21-1459	F	black
231	12/16/1917, 00:00:00	(Decimal('-19.2589385'), Decimal('-0.146250'))	AB-	Jason Gomez	"53423 Martin Junction Apt. 098
Gabrielamouth, PA 62299"	Ward Group	353-33-6809	M	Black
232	1914-05-10	(Decimal('89.186345'), Decimal('134.917516'))	AB+	Sandra Cummings	"85300 Esparza Road
New Lisa, MN 08555"	Wood-Barr	820-15-2811	F	White
233	2015-01-22	(Decimal('26.2353075'), Decimal('69.860685'))	B-	Brittany Mitchell	"38782 Rosales Inlet
Briannaberg, WA 21006"	Nielsen-Martinez	850-93-2613	F	Black
234	12/24/1959, 00:00:00	(Decimal('-8.126410'), Decimal('-8.385320'))	O-	Victoria Howe	"1437 Wise Cliffs
South Brendaville, PA 12375"	Ruiz and Sons	062-31-4361	F	Hawaiian
235	1995-08-02	(Decimal('42.4314845'), Decimal('-149.168993'))	B-	Barbara Terrell	"59019 Alvarado Dale Suite 765
Port Amyfurt, VA 32255"	Flynn, Chen and Evans	531-57-4311	F	White
236	1941/10/01	(Decimal('-19.812779'), Decimal('-141.298814'))	B-	Luis Santos	"894 Mcclure Shoal Apt. 535
Molinaberg, NJ 09508"	Mcbride-Price	028-72-7587	M	Black
237	03/19/1948, 00:00:00	(Decimal('35.088613'), Decimal('-131.492367'))	O+	Pamela Diaz	"4245 Valdez Port
Port Ryan, TX 98235"	Trevino-Wright	019-14-2269	F	White
238	1978/08/01	(Decimal('5.652363'), Decimal('-97.302634'))	B+	William Edwards	"PSC 2100, Box 5696
APO AA 26839"	Austin PLC	543-97-1065	M	White
239	1917-01-09	(Decimal('-77.816006'), Decimal('30.501631'))	A-	Tanya Harris	"886 Kimberly Garden Suite 900
Nataliefurt, NC 86779"	Thomas, Cruz and Thomas	091-98-0321	F	White
240	01/09/2005, 00:00:00	(Decimal('-88.8455595'), Decimal('-35.854679'))	O-	Beth Watkins	"667 Elizabeth Tunnel
Lake Samanthafurt, AR 56388"	Guerra, Johnston and Wagner	130-53-2015	F	Black
241	20 Jul 1945	(Decimal('64.374645'), Decimal('50.242034'))	A+	Elizabeth Roth	"2400 Jacqueline Creek Apt. 040
Lake Michaelstad, MT 76573"	Allison-David	811-85-5510	F	Hawaiian
242	21 Sep 1919	(Decimal('-21.186743'), Decimal('-140.949622'))	O+	Luke Lewis	"935 Barnett Glen
West Jeremytown, CO 07375"	Zimmerman-Martin	123-80-0763	M	White
243	1917-07-24	(Decimal('59.5743895'), Decimal('-19.074451'))	AB+	Eric Cross	"6727 Shannon Drives Suite 764
Michellemouth, NE 98783"	Allen, Sanchez and Garcia	157-08-4594	M	White
244	1990/03/23	(Decimal('21.6211715'), Decimal('-98.984066'))	A+	James King	"755 Ingram Unions Suite 905
South Angela, MS 96005"	Roberts and Sons	438-84-7213	M	Asian
245	31 May 1945	(Decimal('58.972137'), Decimal('-19.969126'))	B+	Kyle Grant	"155 Porter Manors Apt. 874
New John, OK 83717"	Perkins-Bruce	292-65-6447	M	Black
246	1930/03/12	(Decimal('47.609763'), Decimal('99.842297'))	A+	David Mosley	"713 Zachary Glens Apt. 434
South Sara, MS 81898"	Henry, Foster and Hammond	476-29-7921	M	Indian
247	1961-09-02	(Decimal('-49.542758'), Decimal('-41.178854'))	AB+	Jeffrey Lawrence	"952 Nicholas Meadow
Port Christina, OK 93725"	Spencer Ltd	672-47-2763	M	White
248	24 Nov 1992	(Decimal('-70.302981'), Decimal('35.188090'))	B+	Amy Herrera	"101 Wilson Creek
Tinahaven, VA 93852"	Davis, Washington and Palmer	525-50-2848	F	White
249	1961-03-29	(Decimal('-79.407122'), Decimal('-99.263867'))	A-	Taylor Hooper	"74501 Derek Squares Apt. 420
West Anthonyfurt, MT 88390"	Young, Reyes and Ellis	075-95-1052	M	White
250	11/27/2015, 00:00:00	(Decimal('-18.541981'), Decimal('121.546376'))	A+	Terri Arellano	"97480 Martin Street Apt. 441
Lake Brianland, SC 40005"	Clayton, Smith and Saunders	860-76-4545	F	White
251	02/03/1916, 00:00:00	(Decimal('-28.9608685'), Decimal('56.463976'))	O+	Paula Gamble	"30893 Riley Branch
South Keith, NE 68688"	Guerra-Baker	400-91-8728	F	Black
252	1984/01/12	(Decimal('-50.807808'), Decimal('-38.600916'))	AB+	Charles Vazquez	"28155 Shane Trail
North James, ID 90944"	Thornton Ltd	767-40-4206	M	Black
253	08 Aug 1950	(Decimal('-18.206189'), Decimal('94.112822'))	B-	Karen Chase	"3345 Crystal Ways
Reynoldshaven, IL 47912"	Brown, Richardson and Ray	201-08-4646	F	Black
254	09/24/1947, 00:00:00	(Decimal('78.433362'), Decimal('43.207313'))	B-	Daniel Sherman	"25074 Perez Run
Changhaven, AL 78160"	Cunningham-Ortiz	316-25-2334	M	White
255	12/21/1966, 00:00:00	(Decimal('-23.1109365'), Decimal('54.346568'))	A+	Marissa Kelly	"14258 Kevin Estates Suite 049
Port Yvonne, CO 85033"	Sherman-Summers	590-11-2332	F	Hawaiian
256	1907/12/27	(Decimal('33.538972'), Decimal('136.443557'))	B-	Bryan Chan	"315 Ortiz Land
Amberport, WI 82892"	Garcia Ltd	357-49-6495	M	White
257	07 Dec 1938	(Decimal('78.4741175'), Decimal('48.748382'))	B+	Gina Stark	"3668 Ali Hill Suite 412
Port Theresashire, TX 80560"	Crawford Inc	133-46-9198	F	Hawaiian
258	11 Sep 1917	(Decimal('88.1086035'), Decimal('82.492337'))	B+	Bethany Miller	"57242 Richards Forge Apt. 823
Lake Williamland, GA 35160"	Dudley PLC	247-03-2915	F	Black
259	04/04/1937, 00:00:00	(Decimal('26.8194255'), Decimal('34.765514'))	A-	Jenny Hoover	"0911 Johnson Neck
Christopherburgh, SD 25057"	Sanford PLC	026-91-3843	F	White
260	01 Oct 1929	(Decimal('83.869033'), Decimal('-0.643836'))	AB+	Sara Harris	"1758 John Fields Suite 761
East Charlene, AL 54726"	Vazquez-Gonzalez	851-15-5012	F	Black
261	31 Oct 2010	(Decimal('20.6777485'), Decimal('-49.497130'))	A+	Mrs. Kristen Maxwell	"327 Allen Estate
Lake Jared, TX 60116"	Simpson, Martin and Harvey	790-50-3141	F	Indian
262	14 Aug 1990	(Decimal('48.7634325'), Decimal('-141.378395'))	B-	Wayne Hunt	"95677 Hernandez Hill Suite 454
Dominguezchester, SD 70184"	Baker-Novak	502-59-6822	M	Black
263	1965/09/19	(Decimal('-78.2269085'), Decimal('2.750929'))	O-	Ashley Everett	"1099 Phillip Overpass Apt. 650
Ericafort, HI 07787"	Henderson, Wilson and Pierce	774-71-5051	F	White
264	04/10/1960, 00:00:00	(Decimal('-60.6675345'), Decimal('-160.117853'))	O-	Steven Heath	"9202 Shelby Vista Apt. 011
Courtneybury, HI 47349"	Mcneil, Smith and Murray	093-93-6841	M	White
265	1994/08/20	(Decimal('58.653588'), Decimal('0.136852'))	AB-	Kaitlyn Anderson	"71893 Webb Ranch
Port Cody, NC 18057"	Cardenas, Garrison and Smith	410-48-1578	F	Black
266	10 Jun 1927	(Decimal('-7.6048615'), Decimal('-156.696500'))	AB-	Sherry Harmon	"30707 Melanie Plains Suite 994
Morsemouth, MN 91786"	Weaver PLC	884-64-1066	F	White
267	1999/07/10	(Decimal('-38.749910'), Decimal('24.471008'))	B+	Kayla Jenkins	"257 Garrett Walks
Joycefurt, AK 93488"	Smith, Williams and Robbins	542-23-2130	F	Hawaiian
268	1976/10/13	(Decimal('-54.0292705'), Decimal('-96.646436'))	B+	Pam George	"75824 Bernard Locks
Port William, OK 10593"	Thomas-Jensen	328-61-0332	F	white
269	04/19/1914, 00:00:00	(Decimal('-37.6422595'), Decimal('-94.132434'))	O+	Shannon Cherry	"02716 Steve Falls
East Stephen, AL 87137"	Malone, Harris and Schwartz	659-10-4045	F	Black
270	1931/10/17	(Decimal('-14.4258905'), Decimal('136.237902'))	B+	Jessica Leach	"57872 Ferrell Harbors
Bethanyshire, MT 31355"	Waters, Caldwell and Wilson	696-31-9844	F	Black
